customer_id,customer_name,age,gender,city,income,customer_since
79,Customer_79,61,Male,Bangalore,893403,2017-05-18
80,Customer_80,30,Female,Kolkata,999877,2022-08-07
81,Customer_81,34,Male,Kolkata,1011297,2022-05-09
82,Customer_82,67,Male,Delhi,831925,2020-08-14
83,Customer_83,44,Male,Bangalore,1103514,2021-01-23
84,Customer_84,50,Male,Bangalore,1723213,2021-03-27
85,Customer_85,61,Female,Hyderabad,1986473,2023-04-16
86,Customer_86,51,Female,Bangalore,1902795,2018-01-03
87,Customer_87,26,Male,Hyderabad,1503337,2017-06-04
88,Customer_88,48,Male,Pune,496950,2018-08-04
89,Customer_89,51,Male,Hyderabad,830652,2024-04-30
90,Customer_90,33,Male,Kolkata,1559826,2020-12-21
91,Customer_91,40,Male,Mumbai,1668122,2024-07-16
92,Customer_92,52,Female,Delhi,1137209,2018-05-10
93,Customer_93,30,Female,Kolkata,1954558,2019-06-17
94,Customer_94,22,Male,Bangalore,1890016,2015-09-08
95,Customer_95,62,Female,Bangalore,1726319,2016-05-30
96,Customer_96,38,Female,Mumbai,899381,2016-07-06
97,Customer_97,61,Female,Bangalore,1982456,2018-12-27
98,Customer_98,67,Female,Kolkata,339588,2022-03-01
99,Customer_99,36,Female,Kolkata,628521,2018-07-16
100,Customer_100,39,Female,Delhi,741251,2015-04-22
101,Customer_101,68,Female,Bangalore,995742,2020-11-05
102,Customer_102,40,Female,Chennai,706709,2021-12-17
103,Customer_103,36,Female,Kolkata,1624752,2018-03-02
104,Customer_104,23,Male,Bangalore,1721611,2016-02-19
105,Customer_105,57,Male,Pune,1181210,2023-12-05
106,Customer_106,23,Male,Chennai,1452965,2018-03-11
107,Customer_107,23,Male,Kolkata,1301436,2019-05-20
108,Customer_108,24,Male,Chennai,1301315,2024-03-10
109,Customer_109,49,Male,Mumbai,248625,2024-02-07
110,Customer_110,47,Male,Mumbai,1976144,2021-01-11
111,Customer_111,34,Male,Pune,297378,2016-07-09
112,Customer_112,60,Male,Delhi,786452,2021-05-26
113,Customer_113,64,Male,Mumbai,753462,2017-04-22
114,Customer_114,22,Male,Chennai,1788325,2023-11-07
115,Customer_115,64,Female,Chennai,925450,2015-02-11
116,Customer_116,56,Male,Delhi,1993185,2015-03-18
117,Customer_117,31,Male,Bangalore,467662,2022-06-30
118,Customer_118,20,Female,Kolkata,1289409,2019-05-30
119,Customer_119,30,Male,Hyderabad,1848067,2023-01-23
120,Customer_120,42,Female,Mumbai,488035,2019-11-15
121,Customer_121,45,Male,Kolkata,909626,2019-01-04
122,Customer_122,34,Female,Mumbai,1872081,2021-08-16
123,Customer_123,64,Female,Bangalore,1951075,2018-10-29
124,Customer_124,23,Female,Delhi,1483895,2017-09-10
125,Customer_125,58,Female,Delhi,496362,2018-07-23
126,Customer_126,47,Female,Kolkata,1773598,2015-04-06
127,Customer_127,27,Male,Pune,410982,2016-07-31
128,Customer_128,62,Female,Mumbai,1021216,2024-04-17
129,Customer_129,57,Female,Pune,1033954,2022-08-09
130,Customer_130,32,Female,Hyderabad,476256,2021-01-24
131,Customer_131,24,Male,Bangalore,725939,2018-11-01
132,Customer_132,20,Female,Delhi,215380,2016-09-01
133,Customer_133,55,Male,Kolkata,220948,2017-10-16
134,Customer_134,40,Female,Kolkata,1331198,2015-03-13
135,Customer_135,67,Female,Chennai,854037,2020-01-21
136,Customer_136,64,Female,Mumbai,1490305,2019-01-13
137,Customer_137,27,Male,Kolkata,959202,2018-07-03
138,Customer_138,53,Female,Chennai,1675347,2020-06-07
139,Customer_139,33,Male,Delhi,1826955,2018-02-09
140,Customer_140,38,Female,Bangalore,1076564,2023-07-30
141,Customer_141,50,Female,Hyderabad,1380269,2023-12-11
142,Customer_142,53,Female,Mumbai,1545701,2015-03-29
143,Customer_143,39,Male,Delhi,1491146,2019-04-21
144,Customer_144,24,Male,Chennai,642291,2016-09-28
145,Customer_145,38,Male,Delhi,513551,2021-05-09
146,Customer_146,18,Female,Kolkata,641073,2022-10-29
147,Customer_147,38,Male,Mumbai,307051,2018-11-20
148,Customer_148,51,Female,Pune,829704,2022-01-25
149,Customer_149,39,Female,Bangalore,1754259,2016-07-04
150,Customer_150,20,Male,Mumbai,795184,2016-03-28
151,Customer_151,29,Female,Bangalore,1844717,2015-03-04
152,Customer_152,65,Female,Mumbai,681977,2017-01-28
153,Customer_153,29,Male,Chennai,507715,2017-02-24
154,Customer_154,54,Female,Hyderabad,1662317,2019-12-30
155,Customer_155,26,Male,Mumbai,1604577,2021-01-12
156,Customer_156,63,Female,Chennai,1992788,2018-08-02
157,Customer_157,61,Male,Hyderabad,689322,2015-03-26
158,Customer_158,25,Female,Chennai,1596767,2023-08-12
159,Customer_159,25,Female,Kolkata,1588318,2018-09-05
160,Customer_160,39,Male,Kolkata,1944608,2022-12-21
161,Customer_161,37,Female,Pune,1695012,2021-08-05
162,Customer_162,57,Female,Hyderabad,1336497,2022-08-13
163,Customer_163,40,Female,Mumbai,427505,2022-06-11
164,Customer_164,63,Female,Kolkata,934097,2016-10-09
165,Customer_165,68,Female,Kolkata,1851859,2018-06-09
166,Customer_166,53,Female,Pune,1914714,2020-08-26
167,Customer_167,35,Female,Bangalore,509181,2023-01-11
168,Customer_168,51,Female,Chennai,552155,2024-02-24
169,Customer_169,26,Female,Mumbai,1128144,2023-03-23
170,Customer_170,33,Male,Kolkata,1163217,2021-06-09
171,Customer_171,28,Female,Pune,1777712,2020-07-10
172,Customer_172,36,Male,Chennai,833125,2019-06-10
173,Customer_173,45,Female,Bangalore,1060316,2023-09-11
174,Customer_174,35,Male,Delhi,361537,2024-04-14
175,Customer_175,44,Male,Delhi,531199,2023-09-13
176,Customer_176,57,Male,Bangalore,1540106,2023-06-29
177,Customer_177,18,Male,Chennai,1001339,2017-05-29
178,Customer_178,26,Male,Hyderabad,434904,2022-10-09
179,Customer_179,31,Female,Bangalore,712398,2017-08-11
180,Customer_180,42,Male,Mumbai,217021,2021-08-12
181,Customer_181,30,Female,Pune,736014,2022-02-05
182,Customer_182,67,Female,Bangalore,1211930,2021-12-28
183,Customer_183,52,Male,Bangalore,1532992,2021-11-14
184,Customer_184,21,Male,Kolkata,1926580,2018-11-06
185,Customer_185,50,Male,Kolkata,1906234,2015-02-23
186,Customer_186,44,Female,Bangalore,1123333,2016-09-14
187,Customer_187,35,Female,Pune,1951460,2020-11-06
188,Customer_188,29,Male,Delhi,1758122,2016-10-04
189,Customer_189,19,Female,Chennai,975211,2023-05-20
190,Customer_190,55,Male,Mumbai,423407,2016-03-03
191,Customer_191,55,Female,Mumbai,814490,2020-02-03
192,Customer_192,66,Male,Mumbai,1532501,2016-03-11
193,Customer_193,27,Male,Kolkata,1318834,2020-09-03
194,Customer_194,45,Male,Kolkata,1358566,2023-06-19
195,Customer_195,37,Female,Mumbai,856054,2022-02-14
196,Customer_196,61,Male,Mumbai,1068277,2015-02-07
197,Customer_197,68,Female,Bangalore,913504,2022-06-10
198,Customer_198,38,Male,Kolkata,1943036,2016-07-15
199,Customer_199,20,Male,Delhi,1089918,2020-01-27
200,Customer_200,65,Male,Pune,525473,2015-12-24
201,Customer_201,26,Male,Delhi,1535072,2017-01-02
202,Customer_202,38,Female,Hyderabad,562487,2018-04-12
203,Customer_203,66,Male,Pune,1439360,2021-02-01
204,Customer_204,28,Male,Mumbai,1878247,2022-08-14
205,Customer_205,50,Male,Kolkata,1329930,2022-05-18
206,Customer_206,63,Male,Delhi,1389131,2015-05-15
207,Customer_207,20,Male,Delhi,262308,2017-08-29
208,Customer_208,40,Female,Chennai,1105855,2023-02-04
209,Customer_209,21,Male,Chennai,751182,2019-07-28
210,Customer_210,59,Female,Hyderabad,1861952,2015-05-10
211,Customer_211,46,Male,Pune,1463069,2018-10-17
212,Customer_212,33,Female,Delhi,1017375,2020-01-05
213,Customer_213,63,Male,Bangalore,795361,2023-11-17
214,Customer_214,56,Female,Mumbai,1498709,2022-12-04
215,Customer_215,27,Male,Mumbai,1427677,2022-05-16
216,Customer_216,59,Male,Delhi,1095021,2024-07-26
217,Customer_217,59,Male,Pune,1766651,2016-07-22
218,Customer_218,54,Female,Bangalore,642176,2020-12-25
219,Customer_219,58,Female,Mumbai,1699087,2024-01-15
220,Customer_220,30,Female,Hyderabad,946298,2020-10-13
221,Customer_221,52,Female,Bangalore,1925321,2023-01-21
222,Customer_222,54,Female,Pune,700671,2017-05-30
223,Customer_223,40,Male,Hyderabad,1671410,2015-09-29
224,Customer_224,23,Male,Hyderabad,1637696,2016-03-12
225,Customer_225,33,Male,Hyderabad,1793265,2020-11-11
226,Customer_226,21,Female,Mumbai,681370,2015-02-21
227,Customer_227,55,Female,Pune,1219360,2015-08-27
228,Customer_228,68,Female,Hyderabad,1228126,2021-04-01
229,Customer_229,40,Male,Bangalore,1064643,2023-09-27
230,Customer_230,64,Male,Delhi,1213360,2022-06-24
231,Customer_231,32,Male,Bangalore,776788,2024-07-11
232,Customer_232,54,Female,Hyderabad,227227,2021-07-21
233,Customer_233,37,Male,Hyderabad,903376,2015-08-04
234,Customer_234,68,Male,Mumbai,296433,2023-06-28
235,Customer_235,62,Female,Mumbai,268624,2015-07-17
236,Customer_236,55,Male,Mumbai,1629877,2024-01-14
237,Customer_237,64,Male,Delhi,1382027,2018-03-30
238,Customer_238,41,Male,Kolkata,569542,2020-10-04
239,Customer_239,23,Male,Kolkata,359151,2020-02-28
240,Customer_240,42,Female,Mumbai,220832,2022-11-27
241,Customer_241,29,Male,Delhi,1537547,2015-03-24
242,Customer_242,44,Male,Chennai,324461,2024-03-07
243,Customer_243,52,Female,Hyderabad,1889220,2023-08-06
244,Customer_244,34,Male,Chennai,1974683,2018-07-14
245,Customer_245,59,Female,Chennai,1417599,2016-04-07
246,Customer_246,37,Female,Pune,1150341,2023-04-05
247,Customer_247,52,Female,Bangalore,1599495,2020-08-02
248,Customer_248,68,Male,Delhi,753282,2017-11-11
249,Customer_249,28,Male,Delhi,1177633,2023-12-29
250,Customer_250,22,Male,Bangalore,1697060,2016-09-22
251,Customer_251,21,Male,Chennai,1085870,2022-03-15
252,Customer_252,22,Female,Hyderabad,1913662,2023-06-28
253,Customer_253,58,Male,Mumbai,609173,2019-04-08
254,Customer_254,25,Male,Kolkata,1351885,2022-01-22
255,Customer_255,60,Female,Chennai,649852,2019-09-23
256,Customer_256,66,Female,Mumbai,628435,2015-11-01
257,Customer_257,20,Female,Kolkata,1486638,2018-05-08
258,Customer_258,57,Female,Bangalore,1637998,2019-02-20
259,Customer_259,28,Male,Pune,859040,2022-02-21
260,Customer_260,26,Male,Pune,998930,2015-10-24
261,Customer_261,47,Female,Bangalore,1501509,2020-10-16
262,Customer_262,22,Female,Chennai,1052226,2022-09-26
263,Customer_263,18,Male,Kolkata,1479813,2017-10-13
264,Customer_264,67,Female,Bangalore,1818838,2016-08-26
265,Customer_265,41,Male,Bangalore,1110345,2019-07-22
266,Customer_266,38,Male,Bangalore,717323,2020-07-10
267,Customer_267,47,Male,Mumbai,633208,2022-10-02
268,Customer_268,49,Female,Chennai,891936,2024-04-20
269,Customer_269,66,Male,Pune,448305,2016-04-18
270,Customer_270,67,Male,Hyderabad,656127,2023-03-24
271,Customer_271,66,Female,Bangalore,1228976,2022-02-14
272,Customer_272,60,Female,Pune,249952,2023-01-08
273,Customer_273,40,Female,Kolkata,466479,2017-03-01
274,Customer_274,48,Female,Pune,1112891,2022-09-18
275,Customer_275,68,Female,Pune,1941701,2024-06-29
276,Customer_276,18,Male,Mumbai,751963,2019-02-25
277,Customer_277,52,Male,Kolkata,1023721,2018-11-05
278,Customer_278,38,Male,Chennai,1704148,2016-03-20
279,Customer_279,33,Male,Bangalore,643203,2022-03-03
280,Customer_280,38,Female,Hyderabad,1707641,2017-04-25
281,Customer_281,35,Male,Pune,1926105,2015-07-09
282,Customer_282,28,Female,Pune,563144,2020-12-09
283,Customer_283,18,Male,Delhi,931806,2015-02-09
284,Customer_284,18,Male,Hyderabad,1345397,2023-03-19
285,Customer_285,52,Male,Mumbai,809069,2021-09-15
286,Customer_286,53,Female,Bangalore,350923,2015-12-18
287,Customer_287,46,Male,Kolkata,447877,2021-06-06
288,Customer_288,59,Female,Bangalore,1334949,2021-11-28
289,Customer_289,53,Female,Delhi,618643,2017-09-25
290,Customer_290,39,Male,Bangalore,472551,2022-07-14
291,Customer_291,56,Male,Pune,554059,2022-07-17
292,Customer_292,63,Male,Delhi,1841748,2017-10-22
293,Customer_293,42,Female,Kolkata,1429160,2017-10-29
294,Customer_294,40,Female,Pune,1030867,2021-04-21
295,Customer_295,41,Male,Mumbai,267479,2020-02-19
296,Customer_296,46,Male,Chennai,887807,2023-09-18
297,Customer_297,69,Male,Chennai,1679670,2016-01-07
298,Customer_298,29,Male,Hyderabad,270822,2016-04-10
299,Customer_299,29,Male,Chennai,353739,2020-02-18
300,Customer_300,40,Male,Mumbai,1483432,2019-01-01
301,Customer_301,46,Female,Bangalore,1349777,2021-06-14
302,Customer_302,54,Male,Pune,640705,2023-03-24
303,Customer_303,20,Female,Pune,1034583,2015-03-21
304,Customer_304,47,Female,Chennai,750305,2018-06-07
305,Customer_305,57,Female,Bangalore,1699403,2018-05-31
306,Customer_306,59,Male,Chennai,353455,2020-06-06
307,Customer_307,60,Male,Pune,1156613,2020-03-29
308,Customer_308,26,Male,Pune,1328559,2018-03-16
309,Customer_309,56,Male,Kolkata,932769,2019-05-14
310,Customer_310,44,Male,Kolkata,868150,2016-05-11
311,Customer_311,35,Female,Pune,634745,2020-10-16
312,Customer_312,34,Male,Pune,992297,2019-04-19
313,Customer_313,25,Male,Delhi,1072799,2015-12-11
314,Customer_314,22,Female,Delhi,1642908,2020-03-04
315,Customer_315,64,Male,Mumbai,237176,2016-07-14
316,Customer_316,21,Female,Mumbai,1511465,2019-08-14
317,Customer_317,66,Female,Hyderabad,1494387,2020-10-01
318,Customer_318,41,Male,Mumbai,219385,2022-01-24
319,Customer_319,64,Male,Pune,1856196,2018-05-23
320,Customer_320,46,Male,Bangalore,1242080,2023-01-06
321,Customer_321,62,Male,Bangalore,1562455,2018-07-01
322,Customer_322,54,Female,Kolkata,912461,2020-04-20
323,Customer_323,49,Female,Bangalore,1524049,2023-02-06
324,Customer_324,66,Male,Bangalore,854677,2024-03-23
325,Customer_325,58,Female,Kolkata,1058155,2019-11-10
326,Customer_326,39,Female,Kolkata,968976,2017-11-24
327,Customer_327,18,Female,Chennai,426292,2022-07-09
328,Customer_328,46,Male,Pune,227811,2017-07-17
329,Customer_329,25,Female,Bangalore,1886854,2018-07-26
330,Customer_330,61,Female,Pune,1180335,2017-06-25
331,Customer_331,44,Female,Kolkata,583553,2019-10-29
332,Customer_332,23,Male,Mumbai,551730,2019-01-15
333,Customer_333,30,Male,Mumbai,953682,2024-02-07
334,Customer_334,19,Male,Chennai,1968734,2019-09-16
335,Customer_335,39,Male,Pune,1149568,2018-11-02
336,Customer_336,43,Male,Chennai,1671337,2021-10-07
337,Customer_337,67,Female,Chennai,660453,2015-12-14
338,Customer_338,43,Male,Mumbai,1887728,2015-01-01
339,Customer_339,39,Female,Kolkata,554235,2017-12-08
340,Customer_340,56,Female,Delhi,1144150,2023-09-22
341,Customer_341,61,Female,Delhi,672572,2023-06-10
342,Customer_342,55,Female,Kolkata,1058600,2021-01-15
343,Customer_343,43,Female,Pune,562585,2019-01-31
344,Customer_344,22,Female,Mumbai,514592,2020-05-07
345,Customer_345,47,Female,Pune,1579330,2015-03-16
346,Customer_346,40,Female,Bangalore,321831,2023-03-13
347,Customer_347,50,Female,Bangalore,282575,2023-10-24
348,Customer_348,40,Female,Bangalore,1104012,2022-12-13
349,Customer_349,52,Female,Pune,784175,2016-04-11
350,Customer_350,28,Female,Delhi,1799150,2016-02-19
351,Customer_351,31,Male,Delhi,1222697,2016-04-19
352,Customer_352,53,Female,Delhi,1994760,2020-11-13
353,Customer_353,51,Male,Kolkata,1153036,2022-11-11
354,Customer_354,56,Male,Hyderabad,484097,2024-04-11
355,Customer_355,57,Male,Bangalore,1322222,2020-10-10
356,Customer_356,66,Male,Chennai,681622,2017-09-04
357,Customer_357,34,Male,Chennai,633855,2015-06-18
358,Customer_358,22,Male,Delhi,223854,2017-08-31
359,Customer_359,41,Female,Chennai,730785,2015-02-02
360,Customer_360,18,Female,Mumbai,521944,2019-05-12
361,Customer_361,36,Male,Bangalore,780213,2015-04-30
362,Customer_362,27,Male,Pune,1332192,2022-04-18
363,Customer_363,24,Male,Hyderabad,890011,2019-11-20
364,Customer_364,35,Female,Kolkata,494216,2017-11-27
365,Customer_365,20,Female,Pune,369447,2016-12-09
366,Customer_366,32,Female,Kolkata,652230,2021-06-14
367,Customer_367,64,Male,Mumbai,1331821,2018-02-24
368,Customer_368,20,Female,Delhi,546871,2018-12-03
369,Customer_369,49,Male,Pune,239246,2023-09-12
370,Customer_370,26,Male,Mumbai,685099,2024-03-23
371,Customer_371,31,Male,Bangalore,778420,2020-03-25
372,Customer_372,46,Male,Bangalore,1613997,2023-01-23
373,Customer_373,59,Male,Mumbai,373643,2018-10-15
374,Customer_374,44,Male,Hyderabad,1460266,2024-02-08
375,Customer_375,57,Male,Mumbai,292494,2018-02-19
376,Customer_376,36,Male,Kolkata,1523829,2019-05-29
377,Customer_377,38,Female,Pune,1275512,2023-05-07
378,Customer_378,41,Male,Bangalore,859101,2016-11-03
379,Customer_379,46,Male,Bangalore,640736,2018-07-13
380,Customer_380,46,Male,Kolkata,1780215,2023-03-17
381,Customer_381,33,Female,Delhi,292891,2016-01-17
382,Customer_382,63,Male,Kolkata,1300816,2020-10-23
383,Customer_383,51,Male,Chennai,388335,2017-11-07
384,Customer_384,18,Male,Chennai,885627,2019-09-16
385,Customer_385,19,Female,Mumbai,1115452,2022-04-18
386,Customer_386,42,Female,Delhi,1692560,2015-12-03
387,Customer_387,57,Male,Bangalore,1826582,2017-07-02
388,Customer_388,54,Female,Kolkata,616524,2020-04-01
389,Customer_389,60,Female,Mumbai,1906231,2019-10-23
390,Customer_390,65,Female,Pune,1728362,2024-06-16
391,Customer_391,40,Female,Delhi,440056,2015-08-19
392,Customer_392,61,Female,Pune,909146,2023-08-20
393,Customer_393,19,Male,Pune,1834975,2024-01-05
394,Customer_394,38,Male,Delhi,1218685,2015-06-12
395,Customer_395,26,Female,Hyderabad,1034296,2019-07-18
396,Customer_396,41,Male,Mumbai,434574,2019-09-15
397,Customer_397,64,Female,Chennai,571588,2021-07-01
398,Customer_398,69,Male,Mumbai,469895,2022-08-14
399,Customer_399,45,Female,Bangalore,667289,2023-09-20
400,Customer_400,53,Male,Pune,770169,2021-03-01
401,Customer_401,32,Female,Hyderabad,633133,2019-12-16
402,Customer_402,40,Male,Mumbai,1742632,2017-02-06
403,Customer_403,43,Male,Mumbai,899882,2018-02-25
404,Customer_404,43,Female,Hyderabad,651906,2015-06-01
405,Customer_405,64,Male,Hyderabad,862764,2018-12-09
406,Customer_406,48,Female,Chennai,1516612,2022-12-31
407,Customer_407,60,Male,Hyderabad,1465502,2017-08-11
408,Customer_408,30,Female,Chennai,1080878,2018-04-30
409,Customer_409,64,Male,Delhi,328474,2015-11-25
410,Customer_410,63,Male,Bangalore,972912,2021-11-27
411,Customer_411,41,Male,Kolkata,1859616,2020-12-26
412,Customer_412,56,Male,Chennai,1944074,2021-06-28
413,Customer_413,42,Male,Delhi,1042904,2020-10-28
414,Customer_414,40,Female,Pune,658959,2016-02-17
415,Customer_415,45,Male,Chennai,1510731,2024-03-20
416,Customer_416,20,Female,Hyderabad,1115768,2015-02-23
417,Customer_417,68,Male,Pune,1171467,2021-06-21
418,Customer_418,36,Male,Chennai,1321986,2018-05-21
419,Customer_419,61,Male,Bangalore,1023653,2019-01-05
420,Customer_420,55,Female,Bangalore,1624585,2022-11-04
421,Customer_421,35,Female,Pune,1955488,2019-03-24
422,Customer_422,35,Male,Chennai,233237,2019-12-24
423,Customer_423,22,Male,Kolkata,1552626,2020-04-04
424,Customer_424,43,Male,Kolkata,1701068,2015-02-25
425,Customer_425,47,Male,Bangalore,972404,2021-04-30
426,Customer_426,29,Male,Kolkata,1543591,2017-11-28
427,Customer_427,55,Female,Bangalore,1595777,2022-08-15
428,Customer_428,49,Female,Pune,735160,2022-03-12
429,Customer_429,21,Male,Mumbai,1043742,2021-12-09
430,Customer_430,48,Male,Pune,1875776,2024-04-19
431,Customer_431,31,Female,Bangalore,1358811,2021-03-24
432,Customer_432,23,Female,Hyderabad,1245848,2018-09-01
433,Customer_433,57,Male,Delhi,598145,2023-03-11
434,Customer_434,18,Female,Bangalore,1543165,2021-07-21
435,Customer_435,60,Male,Pune,256720,2020-02-01
436,Customer_436,62,Female,Mumbai,601750,2018-06-02
437,Customer_437,33,Male,Kolkata,719435,2021-05-03
438,Customer_438,54,Female,Pune,1978353,2022-06-23
439,Customer_439,62,Male,Pune,1611723,2023-05-31
440,Customer_440,31,Male,Hyderabad,1166038,2016-04-13
441,Customer_441,50,Female,Mumbai,915465,2024-07-21
442,Customer_442,50,Female,Chennai,1120950,2018-04-04
443,Customer_443,29,Female,Hyderabad,1414477,2019-07-03
444,Customer_444,61,Male,Chennai,1143481,2023-03-09
445,Customer_445,19,Female,Delhi,833187,2019-01-31
446,Customer_446,50,Female,Delhi,611838,2022-10-28
447,Customer_447,57,Male,Hyderabad,1393330,2015-12-11
448,Customer_448,24,Female,Delhi,574241,2023-12-02
449,Customer_449,66,Male,Chennai,970860,2016-07-27
450,Customer_450,21,Female,Mumbai,627379,2015-12-21
451,Customer_451,56,Male,Pune,441059,2022-04-16
452,Customer_452,48,Male,Delhi,1307856,2019-01-12
453,Customer_453,22,Male,Pune,1746174,2015-02-16
454,Customer_454,45,Female,Mumbai,999950,2016-08-17
455,Customer_455,58,Male,Kolkata,1300418,2015-08-24
456,Customer_456,48,Male,Kolkata,1073249,2023-02-07
457,Customer_457,44,Female,Delhi,1686467,2019-04-22
458,Customer_458,64,Female,Chennai,1074495,2020-10-21
459,Customer_459,59,Female,Pune,1321676,2019-09-19
460,Customer_460,69,Male,Delhi,1224760,2022-08-18
461,Customer_461,44,Female,Delhi,346969,2015-08-02
462,Customer_462,45,Female,Mumbai,311228,2017-09-14
463,Customer_463,43,Male,Hyderabad,1638682,2022-02-16
464,Customer_464,20,Female,Pune,1815904,2023-11-10
465,Customer_465,39,Male,Hyderabad,1713327,2020-02-16
466,Customer_466,62,Female,Delhi,862785,2021-12-19
467,Customer_467,38,Male,Hyderabad,1182888,2015-11-30
468,Customer_468,28,Female,Pune,639599,2016-05-06
469,Customer_469,67,Male,Hyderabad,1031999,2019-11-22
470,Customer_470,51,Female,Bangalore,1045126,2015-09-19
471,Customer_471,55,Male,Mumbai,273607,2019-10-17
472,Customer_472,62,Female,Pune,1736236,2018-03-16
473,Customer_473,67,Male,Hyderabad,1276319,2023-06-15
474,Customer_474,36,Male,Delhi,1983814,2019-12-10
475,Customer_475,63,Male,Bangalore,980644,2017-01-03
476,Customer_476,35,Male,Hyderabad,1625793,2015-08-08
477,Customer_477,64,Male,Chennai,1303225,2019-07-10
478,Customer_478,35,Female,Delhi,260693,2016-10-16
479,Customer_479,52,Male,Bangalore,1439492,2016-04-25
