account_id,customer_id,branch_id,account_type,opening_date,current_balance,account_status
257,4339,97,Savings,2017-01-22,451102,Active
258,362,93,Current,2022-08-04,62368,Active
259,5004,80,Current,2022-11-21,299753,Dormant
260,1178,90,Salary,2018-04-17,195595,Closed
261,5128,89,Salary,2023-06-27,279127,Dormant
262,1281,108,Savings,2019-03-08,224698,Active
263,1271,49,Savings,2023-01-16,115392,Closed
264,5231,72,Savings,2016-08-26,149874,Dormant
265,3426,21,Salary,2016-04-05,404004,Active
266,3157,100,Salary,2023-05-08,258873,Active
267,3833,36,Current,2017-08-20,176827,Active
268,3542,105,Savings,2021-03-22,450762,Dormant
269,4425,44,Current,2022-12-21,4414,Active
270,4171,88,Savings,2019-06-12,299960,Active
271,4875,21,Current,2020-07-10,349882,Active
272,2787,16,Salary,2020-11-17,283633,Active
273,1150,73,Savings,2018-12-27,343305,Active
274,1131,75,Savings,2021-02-07,98919,Active
275,133,65,Current,2016-05-02,490859,Active
276,5706,88,Current,2020-04-20,294921,Active
277,4765,76,Salary,2018-10-30,52680,Active
278,307,46,Salary,2019-05-02,147945,Active
279,3390,51,Savings,2019-05-11,221395,Active
280,607,70,Savings,2018-12-21,115068,Active
281,2378,43,Savings,2018-06-18,200284,Dormant
282,965,69,Salary,2023-09-05,442348,Closed
283,862,48,Salary,2016-11-05,275002,Active
284,5753,3,Savings,2021-06-13,273283,Active
285,191,7,Savings,2017-03-16,6688,Active
286,5599,57,Current,2023-08-17,379361,Dormant
287,5881,14,Current,2021-10-23,12389,Active
288,710,23,Current,2022-09-16,489887,Active
289,878,11,Savings,2017-01-17,114403,Active
290,3767,76,Savings,2023-02-01,444505,Active
291,95,49,Savings,2019-12-05,367043,Active
292,5937,108,Current,2024-01-07,199786,Dormant
293,4414,89,Savings,2018-01-30,336705,Active
294,1044,37,Salary,2016-02-01,310726,Active
295,3925,23,Current,2016-12-07,81889,Active
296,2050,55,Savings,2022-11-11,219776,Active
297,2343,17,Savings,2023-06-16,72369,Active
298,4504,6,Current,2020-07-23,488656,Active
299,4926,47,Current,2018-03-11,218972,Active
300,3250,112,Current,2022-06-09,321915,Active
301,2645,77,Savings,2017-08-05,483556,Active
302,439,50,Salary,2017-03-27,430934,Closed
303,2349,104,Current,2018-05-24,327508,Active
304,950,96,Savings,2020-09-10,207038,Active
305,5520,62,Savings,2022-01-15,39064,Active
306,4660,76,Savings,2019-02-18,329455,Active
307,2791,84,Savings,2023-06-08,71323,Active
308,880,29,Salary,2020-01-18,106922,Closed
309,5625,93,Current,2021-02-06,126930,Active
310,1303,108,Salary,2017-05-26,261833,Dormant
311,4356,88,Salary,2017-03-16,323665,Active
312,3200,120,Salary,2022-05-24,230334,Active
313,5147,77,Salary,2016-03-16,115974,Active
314,3888,100,Salary,2018-07-09,271700,Active
315,5622,70,Salary,2019-08-12,118683,Active
316,851,106,Salary,2017-10-02,364840,Active
317,1687,99,Current,2021-12-17,149861,Active
318,5086,49,Salary,2020-06-07,79943,Active
319,5105,43,Savings,2019-07-30,135509,Active
320,4374,85,Current,2019-01-16,257994,Active
321,5768,48,Current,2016-06-07,240367,Closed
322,5965,20,Current,2023-02-07,468775,Active
323,3258,60,Salary,2022-06-10,162568,Dormant
324,5848,24,Current,2021-04-04,413830,Active
325,3801,33,Savings,2023-06-07,467503,Closed
326,4997,88,Salary,2016-02-15,391111,Active
327,2355,5,Salary,2016-11-22,226302,Dormant
328,2761,23,Savings,2018-09-26,471924,Active
329,1796,103,Savings,2016-05-06,385079,Active
330,5948,120,Current,2017-09-09,370845,Active
331,2077,43,Current,2024-01-05,369530,Active
332,2199,80,Savings,2018-06-16,362074,Active
333,2061,24,Savings,2019-03-06,35446,Dormant
334,2414,82,Current,2020-02-21,46034,Active
335,2497,101,Salary,2021-10-22,438817,Active
336,4279,17,Salary,2022-10-01,146775,Active
337,378,74,Salary,2016-12-07,213828,Active
338,62,23,Savings,2017-02-19,63548,Dormant
339,1456,20,Salary,2016-11-02,405543,Closed
340,3458,76,Salary,2016-05-09,132453,Active
341,5496,14,Current,2020-05-08,50053,Active
342,2309,13,Salary,2017-06-11,184734,Active
343,5856,10,Salary,2023-07-22,387464,Dormant
344,4688,24,Savings,2017-02-22,332772,Active
345,5849,55,Savings,2021-12-29,137309,Active
346,3884,67,Savings,2024-02-03,385036,Active
347,2442,86,Current,2022-01-15,153406,Active
348,1408,66,Savings,2018-12-21,269928,Closed
349,2205,103,Salary,2020-09-03,319861,Active
350,3998,76,Savings,2019-12-30,327256,Active
351,1305,64,Current,2020-08-01,85456,Active
352,4411,58,Savings,2017-03-24,180657,Active
353,1458,52,Current,2023-12-22,141714,Active
354,1210,61,Salary,2018-11-27,389779,Active
355,474,7,Savings,2023-06-15,226132,Active
356,2896,41,Current,2021-03-21,447631,Active
357,5589,40,Current,2022-11-22,465507,Dormant
358,3388,9,Savings,2019-06-14,73865,Active
359,38,100,Current,2018-05-19,140159,Active
360,2398,22,Salary,2023-09-18,45456,Active
361,1860,63,Current,2018-01-13,415215,Active
362,2064,20,Salary,2023-09-12,94559,Active
363,3118,43,Current,2023-03-03,67476,Closed
364,3870,62,Savings,2016-01-01,417556,Active
365,4043,92,Current,2017-12-13,422391,Dormant
366,2032,85,Current,2016-11-07,273530,Dormant
367,5770,119,Savings,2019-03-21,219470,Active
368,443,79,Current,2018-01-04,330277,Active
369,820,94,Current,2023-05-25,385366,Active
370,631,82,Salary,2023-11-19,74223,Active
371,495,29,Savings,2016-02-22,316808,Active
372,209,105,Salary,2019-12-20,44695,Active
373,2996,73,Salary,2023-07-27,366012,Active
374,5450,79,Current,2023-02-04,404957,Active
375,2646,85,Current,2024-02-20,123371,Active
376,5197,90,Salary,2017-12-18,433518,Active
377,64,5,Savings,2020-06-09,463155,Closed
378,1106,111,Current,2023-02-14,154583,Active
379,59,56,Current,2020-11-23,487191,Dormant
380,4242,48,Current,2020-02-12,392174,Active
381,891,38,Savings,2017-11-17,352614,Active
382,4589,67,Current,2022-03-20,355558,Closed
383,3482,32,Savings,2019-09-29,287292,Dormant
384,4992,100,Savings,2021-12-13,265612,Active
385,110,32,Salary,2019-06-28,385274,Active
386,1212,20,Current,2023-11-04,153985,Active
387,5478,84,Current,2016-02-11,160228,Active
388,3142,106,Current,2016-04-09,450207,Dormant
389,1480,118,Salary,2022-10-04,450614,Active
390,5618,80,Salary,2016-10-12,486740,Active
391,3825,11,Salary,2021-10-28,3455,Dormant
392,2828,71,Savings,2022-04-27,63994,Active
393,153,109,Savings,2016-03-21,315789,Active
394,4008,72,Current,2017-03-28,436029,Active
395,1823,33,Current,2016-12-14,392219,Active
396,4608,8,Salary,2023-11-29,439280,Active
397,1422,82,Current,2020-04-17,472780,Active
398,2515,118,Savings,2020-11-16,1887,Dormant
399,5557,105,Savings,2021-04-22,305598,Active
400,400,6,Current,2021-02-13,177307,Active
401,5724,96,Savings,2023-02-07,354230,Active
402,4292,71,Current,2024-02-21,389119,Dormant
403,5585,62,Current,2019-11-04,432829,Active
404,4422,108,Current,2016-08-03,430990,Active
405,5571,104,Current,2018-04-19,336007,Active
406,774,64,Savings,2019-01-19,33180,Closed
407,1650,11,Salary,2023-04-02,295716,Active
408,790,62,Current,2020-01-14,225473,Active
409,787,19,Current,2023-10-23,42408,Active
410,672,26,Current,2021-11-19,462735,Active
411,3023,33,Current,2019-11-03,496228,Active
412,139,32,Savings,2017-02-06,128166,Active
413,4053,59,Savings,2021-03-02,132260,Active
414,6,112,Current,2018-10-01,193102,Active
415,5461,27,Salary,2016-07-27,112323,Active
416,431,98,Current,2020-06-24,73560,Active
417,3540,52,Salary,2017-04-10,469869,Active
418,2216,59,Savings,2018-08-14,45298,Active
419,1572,116,Salary,2017-05-04,215590,Active
420,3834,12,Current,2018-06-10,190271,Dormant
421,5533,9,Salary,2020-05-31,2859,Active
422,5991,105,Salary,2022-08-09,191772,Active
423,4075,4,Salary,2016-03-29,182048,Dormant
424,2044,112,Savings,2017-02-02,412298,Active
425,5311,105,Savings,2017-01-27,476127,Closed
426,536,78,Salary,2021-08-10,356634,Active
427,3164,7,Savings,2021-12-25,329695,Active
428,1223,114,Salary,2017-10-25,48628,Closed
429,1046,25,Savings,2021-04-16,355231,Dormant
430,3571,62,Salary,2022-02-15,422612,Active
431,1976,72,Salary,2023-01-22,151419,Active
432,5149,31,Salary,2021-09-15,229296,Active
433,1598,52,Savings,2024-01-01,168353,Active
434,1988,58,Savings,2018-05-26,318083,Dormant
435,1486,85,Salary,2018-07-26,333352,Closed
436,682,83,Savings,2019-12-14,31279,Active
437,4205,82,Current,2021-10-22,57184,Dormant
438,1953,41,Current,2020-08-27,474136,Closed
439,2700,56,Current,2020-12-18,462059,Active
440,2800,35,Salary,2018-06-21,460522,Active
441,4131,83,Salary,2019-01-23,452706,Active
442,1547,94,Savings,2023-07-28,338517,Active
443,4452,64,Current,2016-09-30,95597,Active
444,3031,30,Savings,2018-05-01,312390,Active
445,3919,55,Salary,2019-07-31,446219,Active
446,389,53,Current,2019-07-02,453899,Active
447,5562,69,Salary,2019-12-26,357631,Active
448,2438,44,Salary,2020-06-08,264279,Active
449,4575,15,Salary,2021-06-20,351642,Active
450,4869,98,Salary,2017-04-01,492558,Active
451,3127,58,Current,2017-04-22,498005,Dormant
452,1679,24,Salary,2023-04-20,468953,Active
453,1338,59,Current,2017-06-25,256856,Closed
454,5123,50,Current,2021-03-08,22292,Active
455,4090,80,Salary,2018-10-08,45806,Dormant
456,2014,59,Savings,2020-09-30,409865,Active
457,2888,31,Salary,2021-12-16,218454,Active
458,2559,92,Current,2016-06-01,416448,Active
459,894,91,Savings,2019-11-12,74974,Active
460,5502,91,Savings,2022-01-08,291672,Active
461,1453,86,Salary,2017-11-08,119117,Active
462,1096,25,Current,2022-04-03,105728,Active
463,2797,109,Current,2021-05-05,204763,Active
464,5112,49,Salary,2016-01-09,332674,Active
465,65,120,Salary,2020-03-30,264751,Active
466,305,42,Savings,2019-01-10,301907,Active
467,349,113,Salary,2016-10-10,272614,Dormant
468,2710,59,Current,2020-01-27,365310,Active
469,1807,22,Salary,2021-05-09,150704,Active
470,1958,31,Savings,2021-02-08,282589,Active
471,3523,114,Salary,2023-02-28,480934,Active
472,1392,110,Salary,2018-06-10,444181,Active
473,1891,105,Current,2019-12-17,267958,Active
474,3348,67,Savings,2022-08-18,245873,Active
475,3684,94,Current,2016-06-24,70874,Active
476,2274,29,Salary,2020-03-28,357268,Active
477,4447,37,Salary,2017-08-16,242777,Active
478,3866,38,Savings,2022-04-23,59316,Closed
479,5010,112,Current,2019-04-05,152509,Active
480,4728,9,Current,2016-02-18,497162,Closed
481,811,50,Savings,2020-07-27,439182,Active
482,2604,5,Savings,2018-05-16,418445,Closed
483,2237,42,Savings,2020-05-28,394318,Dormant
484,2312,109,Salary,2020-08-05,59628,Closed
485,134,95,Current,2018-05-11,132983,Active
486,3773,58,Savings,2023-08-13,409244,Active
487,4163,1,Savings,2020-05-02,236582,Active
488,4250,107,Savings,2022-09-09,329609,Dormant
489,4107,86,Salary,2023-08-17,444152,Active
490,2243,68,Current,2022-12-23,324876,Active
491,1134,57,Current,2019-12-09,343417,Closed
492,4383,58,Savings,2020-11-09,33156,Active
493,4811,33,Savings,2021-05-28,48860,Active
494,4506,106,Current,2020-09-07,275263,Active
495,555,27,Savings,2019-04-08,154316,Active
496,5447,119,Savings,2023-02-27,150581,Active
497,3000,96,Savings,2022-06-21,262183,Active
498,2820,103,Savings,2016-07-29,19748,Active
499,570,73,Savings,2022-08-13,425657,Active
500,4562,89,Current,2022-08-01,326626,Active
501,572,79,Current,2019-08-13,496687,Active
502,2016,63,Current,2018-02-09,191907,Active
503,5925,13,Current,2023-08-25,449716,Active
504,1849,120,Current,2017-10-23,268828,Active
505,4867,25,Savings,2021-02-03,61641,Active
506,2039,113,Current,2019-09-28,410074,Dormant
507,4765,12,Salary,2020-01-05,453852,Active
508,5275,99,Salary,2021-10-26,242970,Active
509,4029,79,Current,2023-01-14,421386,Closed
510,4804,45,Savings,2017-11-04,269010,Active
511,131,5,Savings,2017-05-19,147179,Dormant
512,1641,36,Current,2023-06-21,265152,Active
513,4939,5,Savings,2021-01-21,332322,Dormant
514,2736,107,Savings,2017-12-02,14509,Active
515,4127,33,Current,2020-08-12,286719,Closed
516,3337,26,Savings,2016-02-01,146364,Active
517,2457,4,Current,2017-04-21,259666,Active
518,5363,10,Salary,2020-10-24,18574,Closed
519,833,102,Current,2021-03-09,118116,Active
520,2877,24,Current,2019-07-20,274107,Active
521,2109,86,Savings,2020-02-07,50906,Dormant
522,1586,24,Current,2020-08-06,489461,Closed
523,1504,35,Savings,2016-07-26,130659,Closed
524,2473,110,Savings,2022-08-03,403827,Active
525,5254,77,Savings,2016-09-02,107898,Active
526,4311,60,Salary,2016-04-04,485862,Active
527,5398,6,Salary,2022-12-04,3193,Active
528,3896,72,Salary,2016-09-23,336900,Active
529,1984,115,Savings,2017-12-04,266988,Active
530,1800,115,Savings,2021-07-19,43842,Active
531,942,26,Savings,2022-08-26,203576,Closed
532,1614,3,Savings,2021-08-16,73354,Active
533,3271,15,Savings,2021-12-05,366130,Active
534,5998,46,Salary,2019-07-22,189333,Dormant
535,4913,97,Salary,2023-01-28,171510,Active
536,220,48,Savings,2019-08-20,73532,Active
537,3935,6,Current,2023-09-25,377465,Active
538,4131,27,Current,2020-07-06,394495,Active
539,1255,36,Savings,2020-10-16,344450,Active
540,4831,37,Salary,2021-02-11,98761,Dormant
541,3808,7,Salary,2019-01-23,102922,Active
542,5318,10,Savings,2017-05-13,487877,Dormant
543,3013,7,Salary,2024-03-05,446782,Active
544,3503,40,Salary,2022-04-25,457829,Active
545,3342,99,Current,2018-04-19,122591,Active
546,5316,51,Savings,2021-01-13,356999,Active
547,3498,75,Savings,2023-11-21,492588,Active
548,4805,98,Current,2021-09-24,452757,Active
549,5895,29,Savings,2022-08-20,241005,Dormant
550,4083,82,Current,2017-11-15,435360,Active
551,5660,41,Current,2023-10-25,313659,Active
552,3052,115,Savings,2022-01-09,286412,Active
553,1506,21,Savings,2018-04-14,347053,Active
554,306,117,Savings,2020-05-30,474790,Active
555,5585,114,Salary,2023-07-08,454203,Active
556,5467,6,Savings,2021-03-03,320405,Active
557,2494,64,Savings,2016-07-29,325888,Active
558,810,81,Salary,2016-11-30,368660,Active
559,3009,83,Salary,2022-04-18,242873,Active
560,4411,8,Savings,2019-06-29,218865,Active
561,2444,86,Savings,2016-11-26,313304,Dormant
562,136,98,Salary,2019-12-03,110553,Active
563,4250,87,Salary,2021-07-27,59494,Active
564,1117,13,Salary,2023-04-18,172344,Active
565,1164,105,Salary,2016-08-15,139102,Active
566,2083,11,Savings,2023-12-11,66111,Active
567,2392,46,Savings,2020-05-30,109006,Dormant
568,1331,37,Salary,2019-05-10,113977,Closed
569,768,49,Current,2019-08-05,469213,Active
570,5825,104,Current,2021-11-21,111132,Active
571,1705,9,Current,2023-07-16,335794,Active
572,1522,10,Salary,2023-03-08,133650,Active
573,1717,13,Savings,2022-03-26,79001,Active
574,131,1,Salary,2016-02-04,408183,Active
575,3041,35,Current,2019-09-29,252263,Active
576,5879,86,Current,2020-07-27,476551,Active
577,527,102,Salary,2024-01-11,291088,Active
578,1670,14,Savings,2023-08-06,28689,Active
579,5121,22,Current,2023-05-19,426619,Active
580,2333,60,Savings,2017-06-04,97359,Active
581,1994,23,Current,2016-05-25,475633,Active
582,1530,112,Current,2021-10-15,123012,Active
583,213,108,Salary,2022-01-11,91044,Active
